"id","amit_wording","cards_original_1","cards_original_2","cards_original_3","cards_original_4","cards_original_5","cards_original_6","cards_original_7","cards_original_8","cards_original_9","cards_original_10","cards_original_11","cards_original_12","cards_original_13","cards_original_14","cards_new_wording_1","cards_new_wording_2","cards_new_wording_3","cards_new_wording_4","cards_new_wording_5","cards_new_wording_6","cards_new_wording_7","cards_new_wording_8","cards_new_wording_9","cards_new_wording_10","cards_new_wording_11","cards_new_wording_12","cards_new_wording_13","cards_new_wording_14","attention_check","manipulation_check_1","manipulation_check_2","manipulation_check_3","manipulation_check_4","manipulation_check_5","manipulation_check_6","manipulation_check_7","manipulation_check_8","manipulation_check_9","manipulation_check_10","manipulation_check_11","manipulation_check_12","manipulation_check_13","manipulation_check_14","BIF_1","BIF_2","BIF_3","BIF_4","BIF_5","BIF_6","BIF_7","BIF_8","BIF_9","BIF_10","BIF_11","BIF_12","BIF_13","BIF_14","BIF_15","BIF_16","BIF_17","BIF_18","BIF_19","BIF_20","BIF_21","BIF_22","BIF_23","BIF_24","BIF_25","comf_acquaint","comf_close","approp_acquaint","approp_close","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10"
"R_2uILxC1uSvfjy6T","original","T","T","T","T","T","T","P","T","P","T","T","T","T","P","","","","","","","","","","","","","","","1","2","3","1","3","4","2","6","3","6","4","3","2","3","5","1","1","1","1","1","1","2","1","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","2","1","3","6","5","7","5","6","4","5","5","6","6","7","5","3"
"R_28S6sUVD1IxU6CB","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","T","P","P","1","7","5","7","3","2","7","1","3","1","2","5","7","3","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","2","1","2","5","2","5","3","3","7","4","5","5","6","5","6","2"
"R_2zekDmo0NAlFfGA","original","T","P","P","T","T","P","T","T","T","P","P","P","T","T","","","","","","","","","","","","","","","1","3","6","4","4","2","4","2","3","1","4","4","6","4","2","1","2","2","2","2","1","2","2","1","1","2","2","1","1","1","2","2","2","2","1","1","1","1","1","1","6","8","8","8","1","4","6","5","6","3","6","7","7","1"
"R_3PFUwAwXQMDZGXo","original","T","T","T","P","P","T","P","P","P","P","P","T","T","P","","","","","","","","","","","","","","","1","4","2","2","7","7","2","7","5","6","7","5","2","4","7","2","2","2","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","2","1","2","1","2","1","2","5","7","6","6","5","1","5","6","5","5","4","6","6","4"
"R_3HG5JTNlYNOEtNB","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","7","7","4","3","5","2","3","1","3","4","5","5","2","1","1","1","1","2","2","2","1","1","1","2","1","2","1","2","2","1","2","2","1","2","1","1","1","2","5","7","5","7","1","3","4","6","5","6","4","4","2","4"
"R_uyoQTg9F5n5BSPT","new","","","","","","","","","","","","","","","T","P","P","T","T","P","T","T","T","T","P","P","T","T","1","7","7","7","4","2","7","1","2","1","4","7","7","4","2","1","2","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","1","1","1","2","2","1","2","5","3","5","5","6","4","2","6","6","5","2","2","2"
"R_3kbkNg7DLJvzYsI","original","T","T","T","P","P","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","3","2","4","5","1","7","4","7","6","4","1","3","6","2","1","1","2","1","2","2","2","1","1","2","2","1","1","1","2","2","2","2","2","2","1","2","1","2","4","8","5","8","3","5","6","5","5","6","7","4","6","1"
"R_3n70N5w8bS92NG5","original","P","T","P","P","T","P","T","T","T","P","T","P","P","T","","","","","","","","","","","","","","","1","6","4","3","3","4","5","1","2","2","3","3","4","3","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","2","1","2","1","1","1","1","1","2","1","1","6","8","6","7","2","3","7","6","3","7","7","2","5","3"
"R_20OPEmptWrcqR7l","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","6","5","3","4","6","1","2","1","3","5","7","6","2","2","2","1","2","1","1","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","1","2","1","1","2","8","5","8","1","1","7","2","6","7","5","1","7","3"
"R_29ozcVvzFS42x1o","new","","","","","","","","","","","","","","","T","T","P","P","P","P","P","P","T","P","T","P","T","P","1","4","6","5","3","2","5","1","2","1","2","5","4","4","1","1","1","1","1","2","1","1","2","1","2","1","2","1","2","2","1","2","2","2","1","1","1","2","1","1","5","8","4","7","5","5","4","2","5","3","5","5","6","4"
"R_1LpdlZKSTqb0sE4","new","","","","","","","","","","","","","","","P","P","P","P","T","T","P","P","T","P","T","P","T","P","1","4","3","3","4","5","3","7","5","6","4","4","3","3","6","2","1","2","2","1","1","2","1","1","2","2","2","1","2","2","2","2","1","2","2","2","1","2","1","2","3","5","5","5","1","5","4","3","4","6","4","5","5","4"
"R_1oG7cQwgfjKdHtR","original","P","T","P","P","P","P","P","T","T","P","T","T","P","P","","","","","","","","","","","","","","","1","3","2","2","4","6","3","6","3","7","6","3","1","2","5","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","3","7","4","7","5","5","6","5","4","6","5","3","5","4"
"R_2wuW6V3hq6r4nH8","original","T","T","P","P","P","T","P","P","P","P","T","P","T","P","","","","","","","","","","","","","","","1","6","6","3","3","2","5","2","3","1","3","3","5","3","1","1","1","1","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","1","1","2","2","1","1","1","6","7","5","7","5","3","5","2","6","5","6","3","6","2"
"R_2YqXrH4Ya6TKATt","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","P","T","P","1","7","4","5","3","2","6","1","3","1","3","5","6","4","1","1","2","2","2","1","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","2","1","1","1","1","4","8","5","7","6","2","7","7","6","5","6","3","4","2"
"R_1rdbE6APvmSVEeD","original","P","P","P","T","T","P","T","T","T","T","P","P","P","T","","","","","","","","","","","","","","","1","6","5","4","6","5","4","1","3","1","4","7","4","2","1","1","2","2","2","1","1","1","2","2","2","2","2","1","2","1","2","2","2","2","1","1","2","2","2","1","7","8","7","8","4","6","5","2","7","5","2","2","4","3"
"R_22PHHwNabCXqoiz","original","T","T","T","T","T","T","T","T","T","T","T","T","T","T","","","","","","","","","","","","","","","1","4","6","6","6","4","7","2","7","1","6","6","6","5","3","1","2","2","2","1","1","1","2","2","1","2","2","2","2","2","2","2","2","1","1","1","2","1","2","1","3","7","4","7","5","5","6","5","4","4","6","2","4","2"
"R_SITdmVS7jEOFS25","original","T","T","T","P","P","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","7","4","5","3","3","5","1","3","1","1","6","5","5","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","1","2","5","5","5","7","7","7","6","7","2","7","1","6","1"
"R_1QSwEY9nnMGeDTj","original","T","T","T","P","P","T","P","T","P","T","T","T","P","P","","","","","","","","","","","","","","","1","4","5","5","3","2","6","1","3","1","3","6","6","3","1","2","1","1","2","2","1","1","1","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","1","1","7","8","7","8","6","6","5","7","5","5","6","2","2","5"
"R_1l3KBFylCcIX6WP","original","P","T","T","P","P","P","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","1","3","3","6","2","7","5","7","7","4","2","4","6","2","1","1","1","2","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","2","2","1","2","5","8","5","7","2","5","4","6","2","7","7","1","5","6"
"R_2YVPlzi12u4gMcU","original","T","T","T","P","P","T","P","T","P","T","T","T","T","P","","","","","","","","","","","","","","","1","5","3","5","4","2","6","1","4","1","3","5","7","4","2","2","1","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","1","1","1","2","1","2","2","1","6","8","5","7","2","5","3","5","6","6","4","5","3","6"
"R_3lyNuJkv3LdpBrg","new","","","","","","","","","","","","","","","P","P","P","T","P","P","T","P","T","T","P","P","P","T","1","4","4","5","3","4","6","2","4","2","3","6","6","3","2","1","1","2","2","2","2","2","2","1","1","2","1","1","2","2","2","1","2","2","1","1","2","1","1","1","5","8","6","7","3","5","7","2","5","5","5","4","7","4"
"R_Qcbb9x41cpUUbxD","new","","","","","","","","","","","","","","","P","P","P","T","T","T","T","P","T","P","P","P","P","T","1","4","6","3","3","1","5","1","3","1","2","4","5","3","2","1","2","1","1","1","1","2","2","1","1","2","2","1","1","2","2","1","1","1","1","2","2","2","1","1","6","8","5","8","5","6","6","3","6","4","6","2","5","2"
"R_O8Ltx4vtn3qdqgh","original","T","T","P","P","T","T","T","T","P","P","T","P","T","T","","","","","","","","","","","","","","","1","7","6","5","5","3","4","2","3","1","1","4","4","5","2","2","1","1","2","2","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","1","2","6","7","5","6","5","2","7","1","6","5","4","1","7","1"
"R_zSgXqttudrDf7z3","original","P","P","P","P","P","P","P","P","P","P","P","P","P","P","","","","","","","","","","","","","","","1","1","2","1","1","1","1","7","5","6","1","1","2","4","6","2","1","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","1","1","2","2","1","1","1","7","7","7","7","6","6","7","6","6","7","7","7","6","2"
"R_RCB7tNthwNecTnz","new","","","","","","","","","","","","","","","P","T","P","P","T","T","P","P","T","P","T","P","T","P","1","7","6","4","4","3","4","1","2","1","3","3","4","4","2","2","2","1","2","1","2","1","2","1","1","1","2","1","2","1","2","2","1","2","1","2","1","2","1","2","5","4","6","5","3","5","4","5","5","6","5","3","5","3"
"R_23WZyvNSdZB0yzV","original","P","P","P","T","T","P","T","T","T","T","P","P","T","T","","","","","","","","","","","","","","","1","5","6","4","4","1","4","1","3","1","4","4","4","5","2","2","1","2","2","2","1","2","1","1","1","2","1","1","1","2","2","1","1","2","1","2","2","1","1","1","4","7","4","8","1","6","5","5","4","6","4","2","4","4"
"R_2UhkRjmgcpvK484","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","P","T","P","P","T","T","1","7","4","6","4","3","6","1","3","1","5","5","7","4","1","2","1","2","2","1","1","1","1","2","1","1","2","1","1","2","2","2","2","1","2","1","1","2","1","1","4","8","5","6","6","5","6","5","5","2","3","2","1","4"
"R_1hR0esy07hrpYX6","original","P","T","T","P","P","T","P","T","P","T","T","T","T","P","","","","","","","","","","","","","","","1","7","7","6","3","3","6","2","5","1","5","6","7","6","2","2","1","2","2","1","2","1","2","1","1","2","2","1","1","2","2","2","2","2","1","1","2","2","2","2","5","8","5","8","4","6","5","6","4","6","6","6","5","2"
"R_ypQYtmwMkJFauGJ","new","","","","","","","","","","","","","","","P","T","T","P","P","T","P","T","P","P","T","T","T","P","1","7","6","7","4","3","5","1","5","1","2","4","6","4","2","2","2","1","2","2","2","1","2","1","2","2","2","1","1","1","2","2","2","1","1","2","2","2","1","2","4","7","5","4","6","5","6","7","5","7","6","2","4","3"
"R_29owycWODxzqg2Z","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","7","7","7","4","4","7","1","3","1","3","6","7","7","2","1","1","1","2","2","1","1","2","1","1","1","2","1","2","1","2","2","2","2","1","1","1","2","1","1","5","8","5","8","1","2","4","5","5","5","6","4","4","2"
"R_2b2yERLZLilZz4u","new","","","","","","","","","","","","","","","P","P","T","T","T","P","T","T","T","T","P","P","P","T","1","4","4","5","3","3","5","1","1","1","3","6","5","4","1","2","1","2","2","1","1","1","1","1","2","2","2","2","2","1","2","1","1","1","2","2","2","2","2","1","7","8","6","7","6","5","6","2","5","5","5","2","5","3"
"R_prX4CY7GBMwJ66d","original","T","P","T","T","P","P","T","P","T","P","T","T","T","P","","","","","","","","","","","","","","","1","7","5","5","7","3","5","2","3","2","3","4","4","3","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","1","2","2","1","2","2","2","5","6","5","7","4","4","4","5","4","5","6","3","6","5"
"R_3ERauLVDLk9LiH4","original","T","P","P","T","T","T","T","P","T","T","P","P","P","T","","","","","","","","","","","","","","","1","6","7","6","7","7","7","4","3","2","7","7","7","7","7","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","2","2","2","2","2","3","7","2","7","1","6","6","7","5","7","7","6","5","6"
"R_2xCXGlEjpz6RKuv","new","","","","","","","","","","","","","","","T","T","T","T","P","T","P","T","P","T","T","T","T","P","1","5","5","6","6","2","7","2","6","1","3","3","6","6","2","2","1","2","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","1","2","2","2","2","1","2","3","8","3","8","5","2","6","3","6","5","4","3","7","5"
"R_24cx5b8C9fmMoWA","original","P","P","T","T","P","P","T","T","P","P","P","P","P","T","","","","","","","","","","","","","","","1","4","6","3","3","7","4","2","4","1","3","5","5","4","2","2","1","2","2","2","2","1","2","2","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","1","7","5","7","7","2","7","5","7","6","7","5","3","5","7"
"R_2Crg9h8xGSag3jk","original","T","T","T","P","P","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","6","5","4","3","7","2","4","1","3","4","7","4","2","1","2","2","2","2","2","1","2","1","1","1","1","1","1","2","1","2","2","2","1","2","1","2","1","1","3","6","5","6","2","3","5","5","6","6","6","4","5","2"
"R_3ezDXJZSG3N3wpy","new","","","","","","","","","","","","","","","P","T","T","P","P","T","P","P","P","P","T","T","T","P","1","4","4","4","5","7","6","7","6","7","6","5","3","3","5","2","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","2","2","2","1","1","2","1","1","1","5","6","6","5","3","5","5","4","4","6","5","4","5","4"
"R_qWoXoC5sqaZ7yBr","original","T","T","T","P","P","T","P","P","P","P","P","P","P","P","","","","","","","","","","","","","","","1","7","7","7","5","7","1","1","4","1","7","7","3","5","1","1","1","1","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","2","2","2","2","2","2","8","8","5","8","7","7","2","5","6","5","7","7","7","7"
"R_3s52RCswsyTI5wY","new","","","","","","","","","","","","","","","P","P","P","P","P","P","T","T","P","P","P","P","P","T","1","5","6","6","6","4","6","1","1","1","6","6","6","6","1","2","1","2","2","2","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","1","1","1","4","7","4","7","6","5","5","3","5","4","2","6","5","6"
"R_1gISZl3iktMomvk","new","","","","","","","","","","","","","","","T","T","P","P","P","T","P","P","T","T","T","P","T","P","1","6","5","4","2","1","7","1","4","2","3","5","6","2","2","2","2","1","2","2","2","1","1","2","1","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","6","8","6","8","6","3","4","2","5","3","4","2","5","4"
"R_2D7XCVgy4vnnaqo","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","P","P","P","P","T","1","7","6","6","4","3","7","2","3","2","4","6","7","5","3","2","1","1","1","2","1","1","1","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","1","1","3","4","5","5","1","5","6","5","3","6","4","2","4","3"
"R_1Q6j3iyNKeZwsB7","original","T","T","T","P","P","T","P","T","P","P","T","T","P","P","","","","","","","","","","","","","","","1","2","7","6","5","6","7","1","7","1","7","7","7","4","1","2","2","2","2","2","1","1","2","2","1","2","2","1","1","2","2","2","1","2","2","2","1","2","2","1","5","8","5","8","5","1","7","6","6","5","6","3","3","4"
"R_3NTV4e3ow7DoFVa","new","","","","","","","","","","","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","1","7","5","7","4","2","6","1","5","1","4","5","6","5","1","2","2","2","2","2","1","1","2","1","2","2","2","1","1","2","2","1","1","1","1","1","1","2","1","1","6","6","6","6","4","4","7","4","5","4","7","1","4","1"
"R_2zYD0hhumdX8GUm","new","","","","","","","","","","","","","","","T","P","P","P","P","T","P","P","T","P","T","T","P","P","1","2","5","5","4","6","3","7","6","3","5","2","2","5","6","1","2","1","2","1","1","1","2","1","1","2","2","1","2","2","2","1","1","2","2","2","1","2","1","2","6","8","6","5","1","7","7","4","5","7","5","2","6","5"
"R_1GwXtTQnR1gFNMk","original","P","T","T","P","T","T","P","T","T","P","T","T","T","P","","","","","","","","","","","","","","","1","7","3","5","4","1","7","1","2","1","5","6","6","4","1","1","1","1","2","2","2","2","1","1","2","2","2","1","1","2","2","1","2","1","1","1","1","1","1","1","4","7","5","5","2","3","5","4","6","7","5","3","5","3"
"R_1eCAy27BFmHyK1x","new","","","","","","","","","","","","","","","T","P","P","P","T","T","P","P","T","T","T","P","T","P","1","7","4","3","2","3","5","1","2","1","7","4","3","3","1","2","2","2","2","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","6","2","5","5","2","7","6","3","7","5","6","5","6","2"
"R_3HGow9L31jeRNbc","new","","","","","","","","","","","","","","","P","P","P","T","P","T","T","T","P","P","P","T","P","T","1","7","5","7","3","5","4","1","4","2","4","6","5","3","1","2","1","1","2","1","1","1","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","1","5","7","4","7","4","5","6","6","4","5","6","4","4","3"
"R_2QfejX7UPNSv1PM","original","T","T","T","P","T","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","6","7","4","7","7","1","7","3","5","7","7","6","1","2","2","1","2","1","1","1","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","1","1","2","2","7","2","7","3","3","5","7","4","7","5","2","3","3"
"R_0ld6VjTgAzvm8uJ","original","T","T","T","P","P","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","7","5","5","5","2","6","1","4","4","4","7","7","4","1","2","1","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","2","2","1","1","1","2","1","1","3","5","6","7","2","4","5","6","4","7","6","3","3","1"
"R_2wbt0SDo0LwIKlx","original","P","P","P","P","P","P","P","P","P","P","T","P","P","P","","","","","","","","","","","","","","","2","5","7","7","4","3","6","1","3","1","3","5","5","4","2","2","1","2","2","2","1","1","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","1","1","1","4","8","5","7","6","7","7","6","4","3","5","2","4","2"
"R_3pf0YnFF3H27lSb","new","","","","","","","","","","","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","1","3","1","2","5","6","2","7","5","7","5","2","2","3","6","2","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","2","1","1","2","2","1","2","2","1","2","7","3","5","6","2","5","4","6","2","6","1","4","3"
"R_1ON8oaFTJqoI4h2","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","P","P","P","P","T","1","5","6","4","1","1","5","1","4","1","3","6","6","5","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","1","2","2","1","2","2","1","3","8","3","7","5","6","5","7","5","5","6","1","4","2"
"R_1M4L8ZbFjbW9aO9","original","T","T","T","P","T","P","P","P","P","P","T","P","T","P","","","","","","","","","","","","","","","1","3","1","2","4","3","2","6","4","4","3","1","2","3","5","2","1","1","2","1","1","1","2","1","1","1","2","1","2","1","1","2","2","1","1","2","1","1","1","1","4","7","5","7","5","7","6","3","3","6","5","2","3","2"
